"facility_id","facility","location","town_or_city"
1779,"The Mystic River Cafe","8204 MAIN ST HARRISVILLE 13648","DIANA"
1780,"NORTHUMBERLAND FIRE DIST 1 FIRE STATION","ST RTE 32 - ½ MI E OF ST RTE 50 GANSEVOORT 12831","NORTHUMBERLAND"
1781,"CHEMUNG CO ELMIRA SWR DIST BAKER RD WWTF","BAKER RD CHEMUNG","CHEMUNG"
1782,"RAVENSWOOD STEAM PLANT","38-54 VERNON BLVD LONG ISLAND CITY 11101","QUEENS"
1783,"Maguire Chevrolet","2000 ALVIN RD|800 FT N OF BASELINE RD GRAND ISLAND 14072","GRAND ISLAND"
1784,"GOLDEN APARTMENTS","98 E MARKET ST Hyde Park 12538","HYDE PARK"
1785,"FOX HILL COMMUNITY","80 COLEMAN RD MONTGOMERY 12586","MONTGOMERY"
1786,"HEALEY FORD LINCOLN LLC","2528 ST RTE 17M AT 6-1/2 STATION RD - NE CORNER GOSHEN 10924","GOSHEN"
1787,"CLIFTON-FINE CENTRAL SCHOOL","11 HALL AVE STAR LAKE","FINE"
1788,"TAMARAC ELEMENTARY MIDDLE HIGH SCHOOL","3992 ST RTE 2 TROY 12180","BRUNSWICK"
1789,"NYMD GREEN LAKE RESORT LLC","605 Green Lake Rd Catskill 12414","ATHENS"
1790,"HYDE PARK CONDOMINIUMS","US RTE 9 - 1 MI N OF VILLAGE Hyde Park 12538","HYDE PARK"
1791,"PINE PLAINS OUTPOST","CO RTE 83 PINE PLAINS","PINE PLAINS"
1792,"LAFOREST PROPERTY","459 REEVES RD PITTSFORD 14534","PITTSFORD"
1793,"PABONE PROPERTY-1550 W SERVICE RD","1550 W SERVICE RD STATEN ISLAND 10304","STATEN ISLAND"
1794,"BAY BREEZE GOLF LINKS","11512 CHEEVER RD CHAUMONT 13622","LYME"
1795,"TUXEDO MANOR APARTMENT","35 ST RTE 17 TUXEDO","TUXEDO"
1796,"CREEKSIDE MOBILE HOME PARK LLC","6650 OLEAN RD Wales","AURORA:WALES"
1797,"RONDOUT EFFLUENT CHAMBER","2000 ST RTE 55 NAPANOCH 12458","WAWARSING"
1798,"WARRENSBURG CENTRAL SCHOOL BUS GARAGE","HORICON AVE WARRENSBURG 12885","WARRENSBURG"
1799,"NEW YORK AIR BRAKE","STARBUCK AVE & PEARL ST WATERTOWN 13601","WATERTOWN"
1800,"GRAHAMSVILLE HYDROELECTRIC FACILITY","E DELAWARE TUNNEL GRAHAMSVILLE","NEVERSINK"
1801,"UNADILLA VALLEY CENTRAL SCHOOLS","4238 ST RTE 8 NEW BERLIN 13411","NEW BERLIN"
1802,"THE FLIPSIDE","3803 MAIN ST STRYKERSVILLE 14145","SHELDON"
1803,"AMMEX DUTY FREE STORE","WELLESLEY ISLAND ALEXANDRIA BAY 13607","ORLEANS"
1804,"ALLEGANY RIVER REST AREA","ST RTE 17 (I-86) - S OF RIVER ALLEGANY","ALLEGANY"
1805,"WOODSTREAM CAMPSITE","5440 SCHOOL RD GAINESVILLE 14066","GAINESVILLE"
1806,"CAMP MAHANAIM","254 OLD WHITE LAKE TNPK (BLUM RD) 2 MI SE FROM NYS RT 55 INTERSECTION BETHEL","BETHEL"
1807,"NYC DOT - HARPER ST YARD","32-11 HARPER ST Queens 11368","QUEENS"
1808,"TESSY PLASTICS - SKANEATELES FACILITY","700 VISIONS DR SKANEATELES FALLS 13153","SKANEATELES"
1809,"DTE TONAWANDA LLC","180 UAW-GM Blvd (350 VULCAN ST) TONAWANDA 14207","TONAWANDA"
1810,"FOUR CORNERS SEWER DISTRICT WWTP","14 BOXWOOD CIR|PHILLIPS RD & MOORE RD EAST FISHKILL","EAST FISHKILL"
1811,"ASTORIA CENTRAL WTF","20TH AVE & 23RD ST ASTORIA","QUEENS"
1812,"SOUTH ALBANY SEWER DIST","SCOTT BLVD SOUTH ALBANY","BETHLEHEM"
1813,"ONONDAGA COUNTY DOT FACILITY  AT JAMESVILLE","ST RTE 91 - S OF ST RTE 173 JAMESVILLE 13078","DEWITT"
1814,"CURTIS PROPERTY","534 N GREECE RD HILTON 14468","GREECE"
1815,"COLLINS WATER DISTRICT #3","CHURCH ST AT CLEAR CRK - ST RTE 39 AND COLLINS CENTER-ZOAR RD COLLINS 14034","COLLINS"
1816,"WINDHAM WASTEWATER TREATMENT FACILITY","491 South St|Co Rte 12 & St Rte 23 Windham 12496","WINDHAM"
1817,"PAVILION (HAMLET) SANITARY SEWAGE DISPOSAL SYSTEM","1 WOODROW DR|NEAR ST RTE 63 @ ST RTE 19 PAVILION","PAVILION"
1818,"HOLIDAY ACRES RESORT","112 PAUL SAXE RD CATSKILL 12414","CATSKILL"
1819,"WHITE PLAINS SUBSTATION","9 NEW ST WHITE PLAINS 10601","WHITE PLAINS"
1820,"JOCOSA LLC WASTE OIL RECYCLING FACILITY","1141 RIVER RD NEW WINDSOR 12553","NEW WINDSOR"
1821,"SLOVAK COUNTRY CLUB","PARK HILL RD - 1 MI E OF ST RTE 55 FALLSBURG","FALLSBURGH"
1822,"PATTERSON HAMLET WWTP","APPROX 2000 FT SE OF INTERSECTION OF RT 311 & RT 216 PATTERSON 12563","PATTERSON"
1823,"NICHOLS (T) STP","3626 E RIVER RD NICHOLS 13812","NICHOLS"
1824,"FARMERSVILLE SUB HEADQUARTERS","8088 ST RTE 16 FRANKLINVILLE 14737","FARMERSVILLE"
1825,"CONEWANGO SUB HEADQUARTERS","5732 US RTE 62 CONEWANGO 14725","CONEWANGO"
1826,"MACHNE OHEL MOSHE","114 LAKEHOUSE RD FALLSBURG","FALLSBURGH"
1827,"CEDAR STREET SUBSTATION","CEDAR ST & CROSS ST NEW ROCHELLE 10801","NEW ROCHELLE"
1828,"ACKERMAN  PROPERTY","1008 CHEYENNE RD Glenville 12302","GLENVILLE"
1829,"VILLAGE OF FT EDWARD WATER SYSTEM","RESERVOIR RD - N SIDE - ¼ MI W OF FT EDWARD RD SOUTH GLENS FALLS 12803","MOREAU"
1830,"Huang Residence","35 JAMES ST|TOMKINS COVE STONY POINT","STONY POINT"
1831,"THE LINKS AT IVY RIDGE","12089 MAIN RD AKRON 14001","NEWSTEAD"
1832,"BUCHANAN ELECTRICAL SUBSTATION","BROADWAY - E SIDE - S OF 1ST ST BUCHANAN 10511","CORTLANDT"
1833,"NEW HARTFORD COMPOST FACILITY","CHENANGO RD NEW HARTFORD 13413","NEW HARTFORD"
1834,"GRACE & TRUTH SPORTSPARK","373 N GREECE RD ROCHESTER 14626","GREECE"
1835,"TOWN OF KEENE HIGHWAY GARAGE","SCHAFFER RD KEENE 12942","KEENE"
1836,"ALL AMERICAN SPORTS CITY","Route 199 & Stissing Mountain Rd|W TO TACONIC STATE PWKY, E TO LAKES RD, N TO CTY RTE 50, S TO THOMPSON POND & KNOB HILL RD Pine Plains 12567","MILAN:PINE PLAINS"
1837,"HOPEWELL HAMLET SEWER DISTRICT","330 ST RTE 376 HOPEWELL 12533","EAST FISHKILL"
1838,"NOBLE COFFEE ROASTERS","3020 ROUTE 207|SW CORNER OF RTE 207 & STONEY FORD RD CAMPBELL HALL 10916","HAMPTONBURGH"
1839,"The Inn at Gran View","6765 ST RTE 37 Oswegatchie 13669","OSWEGATCHIE"
1840,"ATLAS F MISSILE SILO #4","92 Creative Way Willsboro 12996","WILLSBORO"
1841,"DARK ISLAND","DARK ISLAND HAMMOND 13646","HAMMOND"
1842,"GRASSLANDS SUBSTATION & LINES","ADJ TO WESTCHESTER CO CORRECTIONAL ON N SIDE OF GRASSLANDS RD GREENBURGH","GREENBURGH:MOUNT PLEASANT"
1843,"SHAFT 9 DELAWARE AQUEDUCT","352 DIXON RD|West Branch Reservoir - Nw Side Kent 14477","KENT"
1844,"SHAFT 17 DELAWARE AQUEDUCT","2 COONEY HILL RD|Kensico Reservoir - Ne Side North Castle 10801","NORTH CASTLE"
1845,"CAMP SHALVA","HEIDEN THOMSONVILLE RD|1100 FT W OF RANCH RD MONTICELLO 12701","THOMPSON"
1846,"THOMSON MALL","45560 ST RTE 12 ALEXANDRIA BAY 13607","ALEXANDRIA"
1847,"ALPS FAMILY CAMPGROUNDS","1928 ST RTE 43 AVERILL PARK","NASSAU"
1848,"FRIENDSHIP REST AREA","I-86 (ST RTE 17) EASTBOUND @ MP 101 Friendship 14739","FRIENDSHIP"
1849,"JASPER-T WWTP","3809 GRANGE ST JASPER 14855","JASPER"
1850,"SCHODACK LANDING SEWERS","RAIL LN SCHODACK LANDING 12156","SCHODACK"
1851,"WINDSOR HILLS ESTATES","PITTALUGA RD & LIBERTY RD THOMPSON 12701","THOMPSON"
1852,"PERKIN ELMER INC","55 Hasbrouck Ln Woodstock","WOODSTOCK"
1853,"TIBA RIFT WATER TREATMENT PLANT","I-81 OVER INTERNATIONAL RIFT WELLESLEY ISLAND 13607","ORLEANS"
1854,"SCHUYLERVILLE/VICTORY WATER TREATMENT FACILITY","ST RTE 29 - N SIDE @ RIVER IN FORT HARDY PARK SCHUYLERVILLE 12871","SARATOGA"
1855,"MARIAVILLE LAKE SEWER DISTRICT # 2","1010 MARIAVILLE RD|ST RTE 159 (MARIAVILLE RD) - S CHUCTANUNDA CREEK MARIAVILLE 12137","DUANESBURG"
1856,"ORLEANS/ALEXANDRIA JOINT WWTP","COLLINS LANDING ALEXANDRIA 13607","ALEXANDRIA"
1857,"RUGG PROPERTY","467 BOUGHTON HILL RD HONEOYE FALLS 14472","MENDON"
1858,"SPRINGBROOK SHORES WWTP","24 LAKESIDE CIR|(OFF RICE RD) ELMA 14059","ELMA"
1859,"THE MORGAN HOUSE","92 POTUNK LN WESTHAMPTON BEACH","SOUTHAMPTON"
1860,"COMMACK ANIMAL HOSPITAL","3095 Jericho Tpke East Northport 11731","HUNTINGTON"
1861,"VILLAGE OF CASTILE WWTP","PARK RD E CASTILE 14427","CASTILE"
1862,"GOSHEN SPORTS COMPLEX","1717 RTE 17M|W Side - 1.8 Mi S of South Rd (Near Old Chester Rd) Goshen 10924","GOSHEN"
1863,"SID FARBER SHOPPING CENTER","237 2nd Ave Brentwood 11717","ISLIP"
1864,"NORTHWAY MOBILE HOME PARK","4293 ST RTE 30  - E SIDE - 1/2 MI S OF CTY HWY 107 PERTH","PERTH"
1865,"Tops Markets #595","6103 N MAIN ST SANDY CREEK 13145","SANDY CREEK"
1866,"MAPLE GROVE MHP","5566 CO RTE 32|½ MI SE OF NORWICH CITY LIMITS NORWICH","NORWICH"
1867,"ASHE OIL CO","5540 WOLFSPRING RD SCIO 14880","SCIO"
1868,"Kingston Motel","239 Forest Hill Dr Kingston 12401","ULSTER"
1869,"WILLOW CREEK WINERY","2627 CHAPIN RD Sheridan 14135","SHERIDAN"
1870,"W & W TRUCK TRANSMISSION REPAIR INC","13451 US RTE 9W HANNACROIX","NEW BALTIMORE"
1871,"CF OSWEGO LLC","8033 ST RTE 104 OSWEGO 13126","OSWEGO"
1872,"NASSAU QUARRY","ST RTE 66 - E SIDE - SOUTH OF RADLEY RD NASSAU","NASSAU"
1873,"STATELINE SPEEDWAY","4150 KORTWRIGHT RD BUSTI 14750","BUSTI"
1874,"LIVINGSTON PUMPER CO NO 1 FIREHOUSE","2855 US RTE 9 LIVINGSTON","LIVINGSTON"
1875,"SOLID SEALING TECHNOLOGY","44 DALLIBA AVE WATERVLIET","WATERVLIET"
1876,"HIDDEN VALLEY ANIMAL ADVENTURE","2887 ROYCE RD VARYSBURG 14167","ORANGEVILLE"
1877,"SUNY ULSTER COMMUNITY COLLEGE","491 COTTEKILL RD STONE RIDGE 12484","MARBLETOWN"
1878,"CHELSEA RIDGE APTS","ST RTE 9D & CHELSEA RIDGE DR WAPPINGERS FALLS","WAPPINGER"
1879,"HEARD PROPERTY","821 END ST WATERPORT 14571","CARLTON"
1880,"COLDEN COUNTRY INN","8815 State Rd Colden 14033","COLDEN"
1881,"PALLOTTI VILLAGE","13 Residents Rd Monroe","MONROE"
1882,"HENDRICK HUDSON BLUE MOUNTAIN MIDDLE SCHOOL","7 FURNACE WOODS RD CORTLANDT MANOR 10567","CORTLANDT"
1883,"CRONISE PROPERTY","22 PARK LN RUSH","RUSH"
1884,"COUNTRY INN & SUITES","4470 ST RTE 28 |½ MI S OF COOPERSTOWN DREAMS PARK HARTWICK","HARTWICK"
1885,"OTIS TECHNOLOGY INC","6987 LAURA ST LYONS FALLS 13368","LYONSDALE"
1886,"VILLAGE OF RED HOOK STP","US RTE 9 - W SIDE BETWEEN CAMBRIDGE & GARDEN STS Red Hook","RED HOOK"
1887,"CRESCENT LAKE ESTATES","924 OLD LIBERTY RD Thompson","THOMPSON"
1888,"PCORE ELECTRIC COMPANY INC","135 GILBERT ST LEROY","LE ROY"
1889,"BLUE MOUNTAIN LAKE WATER FILTRATION PLANT","WATER PLANT RD BLUE MOUNTAIN LAKE 12812","INDIAN LAKE"
1890,"TOWN OF CLAVERACK BOOSTER PUMP STATION","WEBB RD CLAVERACK","CLAVERACK"
1891,"BLACK CREEK APARTMENTS","30 BLACK CREEK RD Esopus 12429","ESOPUS"
1892,"PRATTSVILLE STP","102 CO RTE 7 - ACCESS RD OFF MAPLE AVE PRATTSVILLE 12468","PRATTSVILLE"
1893,"CAMP BAIS YAAKOV","482 STANTON CORNERS RD FERNDALE 12734","LIBERTY"
1894,"Bellefield at Historic Hyde Park","3760 Albany Post Rd Hyde Park 12538","HYDE PARK"
1895,"OTISVILLE ELEMENTARY SCHOOL","2525 MT HOPE RD OTISVILLE","MOUNT HOPE"
1896,"TOWN OF MORRIS HWY GARAGE","52 LAKE ST AT MILL ST Morris 13808","MORRIS"
1897,"WILLSBORO WATER TREATMENT PLANT","343 FARRELL RD WILLSBORO 12996","WILLSBORO"
1898,"CANASERAGA WWTP","ST RTE 70 - N SIDE - S OF CANASERAGA CRK - JUST E OF VILLAGE LINE CANASERAGA 14822","BURNS"
1899,"SARANAC LAKE CTL SCHOOL BUS GARAGE","1380 ST RTE 3 BLOOMINGDALE 12913","ST ARMAND"
1900,"Adirondack Beverage","701 Corporations Park Schenectady 12302","GLENVILLE"
1901,"DEFEO PROPERTY","SNYDERTOWN RD TAGHKANIC","GALLATIN"
1902,"ROSETON HILLS WWTP","CORTLAND AVE|US RTE 9W - N OF OAK ST MIDDLEHOPE 12550","NEWBURGH"
1903,"BOICEVILLE WWTP","ST RTE 28 @ ST RTE 28A BOICEVILLE 12412","OLIVE"
1904,"NYC DOT - CITYWIDE BRIDGE SUMP PUMP DISCHARGES","CITYWIDE NEW YORK CITY",NA
1905,"CAMP MACHNE TASHBAR","57 DALE LN ELKA PARK 12427","HUNTER"
1906,"RETSOF REALTY STORMWATER OUTFALLS","BIDWELLS CRK - N OF ST RTE 63 & E OF RR GRADE|GENESEE R - N OF BEARDS CREEK RETSOF","LEICESTER:YORK"
1907,"CENTRAL BRIDGE SEWER DIST WWTP","662 ST RTE 30A - OPPOSITE S MAIN ST CENTRAL BRIDGE 12035","ESPERANCE"
1908,"HOLIDAY INN EXPRESS","12740 US RTE 9W NEW BALTIMORE","NEW BALTIMORE"
1909,"GOLDEN GOAL TOURNAMENT PARK","495 GOODMAN RD FORT ANN 12827","FORT ANN"
1910,"HEMPSTEAD BAY MARSH ISLANDS","MARSH ISLANDS WEST OF ISLAND PARK Hempstead 11550","HEMPSTEAD"
1911,"HONEOYE LAKE ALUM TREATMENT","RICHMOND AND CANADICE CANADICE","CANADICE:RICHMOND"
1912,"KINGSTON-RHINECLIFF BRIDGE MAINTENANCE BUILDINGS","ST RTE 199 AT BRIDGE TOLL BOOTH ULSTER","ULSTER"
1913,"A TIMMEL FARM EQUIPMENT REPAIR","N DIVISION ST - 3/4 MI N OF ST RTE 39 COLLINS 14034","COLLINS"
1914,"SCDPW MAPLEWOOD FACILITY","745 ST RTE 17B MONGAUP VALLEY","THOMPSON"
1915,"MILL CREEK GOLF COURSE","128 CEDARS AVE CHURCHVILLE 14428","RIGA:WHEATLAND"
1916,"SHELBY ETHANOL PLANT","4141 BATES RD MEDINA 14103","SHELBY"
1917,"THE SWAN IN SWAN LAKE","4702 St Rte 55 Bethel 12734","BETHEL"
1918,"Saratoga County Water Treatment & Transmission Facility","Treatment Plant: Potter & Butler Rds, Moreau|Water Main: Moreau-Malta Moreau","BALLSTON:GREENFIELD:MALTA:MILTON:MOREAU:SARATOGA SPRINGS:STILLWATER:WILTON"
1919,"PANCO EQUIPMENT CORP","607 CO RTE 1 PINE ISLAND 10969","WARWICK"
1920,"WEST WINDSOR WASTEWATER TREATMENT PLANT","124 MAIN ST|FAIRVIEW DR & RTE 17 WINDSOR","WINDSOR"
1921,"WARWICK VALLEY WINE CO INC","114 LITTLE YORK RD WARWICK","WARWICK"
1922,"PEACH LAKE SEWER DISTRICT WWTP","ST RTE 121 & MAPLE LN SOUTHEAST 10509","SOUTHEAST"
1923,"GREAT LAKES FIELD STATION","196 PORTER AVE BUFFALO 14201","BUFFALO"
1924,"LEISURE LAKE ESTATES INC","KELLY BRIDGE RD|W SIDE - 1 MI S OF FERNDALE LOOMIS RD LIBERTY","LIBERTY"
1925,"SKI BOWL VILLAGE AT GORE MOUNTAIN","ST RTE 28 - W SIDE - N OF SKI BOWL RD NORTH CREEK","JOHNSBURG"
1926,"30-34 JAMES STREET","30-34 JAMES ST STONY POINT","STONY POINT"
1927,"EAST CONCORD MAINTENANCE CENTER","9125 SIBLEY RD EAST CONCORD 14055","CONCORD"
1928,"LIC RAILROAD YARD-BORDEN AVE & 2ND ST","BORDEN AVE & 2ND ST LONG ISLAND CITY 11101","QUEENS"
1929,"LAZY SWAN GOLF CLUB","1754 OLD KINGS HWY SAUGERTIES 12477","SAUGERTIES"
1930,"NAPLES - V WWTP","ONTARIO ST OFF ST RTE 21 NAPLES","NAPLES"
1931,"METALICO ALUMINUM RECOVERY INC","6223 THOMPSON RD EAST SYRACUSE 13206","DEWITT"
1932,"BRISTOL MANOR","12514 US RTE 9W WEST COXSACKIE 12192","NEW BALTIMORE"
1933,"WOODRIDGE GREENFIELD RD WWTP","GREENFIELD RD & KRIEGER PARK RD WOODRIDGE 12789","FALLSBURGH"
1934,"DOT SPRINGFIELD MAINTENANCE SUBHEADQTRS","4675 US RTE 20 SPRINGFIELD","SPRINGFIELD"
1935,"GREENWOOD LAKE - V - WATER FILTRATION PLANT","70 ELM ST GREENWOOD LAKE","WARWICK"
1936,"GREENFIELD MEADOWS","32 Tamarack Rd Greenfield Park 12435","WAWARSING"
1937,"MT VAN HOEVENBERG SPORTS COMPLEX","220 Bobsled Run Ln Lake Placid 12946","NORTH ELBA"
1938,"SSG FREDERICK III USARC - BULLVILLE","2500 RTE 17K BULLVILLE 10915","CRAWFORD"
1939,"BROOKSIDE MEADOWS SEWAGE-WORKS CORP","WIGSTEN RD PLEASANT VALLEY","PLEASANT VALLEY"
1940,"SHERIDAN FIRE HOUSE","US RTE 20 - NW SIDE @ OLD RR GRADE SHERIDAN 14048","SHERIDAN"
1941,"CAZENOVIA (T) HIGHWAY GARAGE","3425 CONSTINE BRIDGE RD CAZENOVIA 13035","CAZENOVIA"
1942,"BEDFORD PLAY HOUSE","633 OLD POST RD (ST RTE 22) Bedford 12506","BEDFORD"
1943,"Fabcon Precast","123 CO RTE 101 SELKIRK 12158","COEYMANS"
1944,"MOOERS TOWN HIGHWAY GARAGE","72 ATLAS RD MOOERS 12959","MOOERS"
1945,"LITTLE BAY SHOPPING CENTER","6324 ST RTE 25A @ WADING RIVER RD - NW CORNER WADING RIVER 11792","RIVERHEAD"
1946,"FRESH KILLS PARK","FRESH KILLS LANDFILL SITE STATEN ISLAND 10314","STATEN ISLAND:STATEN ISLAND"
1947,"WELLESLEY ISLAND LAND PORT OF ENTRY (LPOE)","46735 INTERSTATE 81|WELLESLEY ISLAND ALEXANDRIA BAY 13607","ORLEANS"
1948,"BRUNSWICK HARLEY DAVIDSON","1130 HOOSICK RD BRUNSWICK","BRUNSWICK"
1949,"NYSDOT JAVA SUB HEADQUARTERS","5241 ST RTE 78 JAVA 14082","JAVA"
1950,"NATHAN PETROLEUM HESELTON FACILITY","HESELTON GULLY RD WHITESVILLE 14879","INDEPENDENCE"
1951,"MIRON HILLS","113 HEIDEN RD SOUTH FALLSBURG","FALLSBURGH"
1952,"CATSMO","25 MYERS RD WALLKILL 12589","SHAWANGUNK"
1953,"CATTARAUGUS-LITTLE VALLEY TRANSPORTATION FACILITY","6849 ST RTE 353 CATTARAUGUS","NEW ALBION"
1954,"AMERICARB INC","6100 NIAGARA FALLS BLVD Niagara Falls 14304","NIAGARA FALLS"
1955,"ASHLAND WASTEWATER TREATMENT PLANT","ALONG ST RTE 23 & CO RTE 63 ASHLAND 12407","ASHLAND"
1956,"MINISINK BUS GARAGE","179 S CENTERVILLE RD SLATE HILL","WAWAYANDA"
1957,"HANNAFORD SUPERMARKET","US RTE 20 - N SIDE - 600 FT W OF ST RTE 30 ESPERANCE 12056","DUANESBURG"
1958,"RESTAURANT","12528 US RTE 9W WEST COXSACKIE 12192","NEW BALTIMORE"
1959,"CAMP MALKA","150 INGALSIDE RD GREENVILLE","GREENVILLE"
1960,"TOWN OF PORTLAND HIGHWAY GARAGE","6218 E MAIN|US RTE 20 PORTLAND 14769","PORTLAND"
1961,"SOUTH KORTRIGHT CENTRAL SCHOOLS","58200 ST RTE 10 SOUTH KORTRIGHT 13842","KORTRIGHT"
1962,"KLEE PROPERTY","175 BASTIAN RD BRIGHTON","BRIGHTON"
1963,"ESSEX SEWER DISTRICT NO 1","ST RTE 22|OUTFALL TO LIBRARY BRK ESSEX 12936","ESSEX"
1964,"SHEEHAN PROPERTY","243 BASTIAN RD ROCHESTER","BRIGHTON"
1965,"SAUGERTIES TERMINAL","240 ULSTER AVE SAUGERTIES 12477","SAUGERTIES"
1966,"WALES CENTER HOTEL","12243 BIG TREE RD Wales","WALES"
1967,"Maguire Toyota","1974 ALVIN RD GRAND ISLAND 14072","GRAND ISLAND"
1968,"SCIENCE & TECHNOLOGY ADVANCED MANUFACTURING PARK (STAMP)","ST RTE 77 (LEWISTON RD) - W OF ST RTE 77/63 (ALLEGHANY RD) - N OF JUDGE RD ALABAMA","ALABAMA:SHELBY"
1969,"NONNI'S FOODS LLC","1243 OLD RTE 17 Ferndale 12734","THOMPSON"
1970,"CAYUGA AND AURELIUS JOINT WWTP","RIVER RD AURELIUS","AURELIUS"
1971,"HILL TOP INN","171 JERUSALEM HILL RD ELMIRA","ELMIRA"
1972,"TACONIC CENTER","ST RTE 55 - N SIDE - PAST THE OVERPASS W/TACONIC STATE PKWY La Grange","LA GRANGE"
1973,"CAMPHILL GHENT ELDER CARE","2542 NYS Route 66 GHENT 12075","GHENT"
1974,"NYSDOT WELLSVILLE SUBHEADQUARTERS","2860 ANDOVER RD WELLSVILLE 14895","WELLSVILLE"
1975,"DELAWARE AQUEDUCT SHAFT 5B RONDOUT-WEST BRANCH TUNNEL REPAIR","5503 ST RTE 9W|3 MI SECTION - ROSETON AREA TO CHELSEA AREA NEWBURGH","BEACON:MARLBOROUGH:NEWBURGH:POUGHKEEPSIE:SOUTHEAST"
1976,"ANCRAM - T HIGHWAY GARAGE","TOWN RD OFF ST RTE 82 ANCRAMDALE","ANCRAM"
1977,"NYC EDC - BUSH TERMINAL PIERS 5, 6, & 7","43RD ST AND MARGINAL ST|Intersection Of 43rd St And Marginal St Brooklyn 11232","BROOKLYN"
1978,"CLARENCE CSD BUS GARAGE","9825 COUNTY RD CLARENCE CENTER","CLARENCE"
1979,"HOLMAN CITY ROAD WATER SOFTENING PLANT","2620 HOLMAN CITY RD SAUQUOIT 13456","PARIS"
1980,"VESTAL EMERGENCY SEWER OVERFLOWS","702 VESTAL PKWY E, 2400 VESTAL RD, 2014 VESTAL RD, 1801 VESTAL PKWY E & 1300 CAMPUS DR VESTAL 13850","VESTAL"
1981,"CALMER PLACE","4185 ALBANY POST RD HYDE PARK 12538","HYDE PARK"
1982,"HAMLET OF INLET WWTF","FERN PARK|5TH LAKE OUTLET CHANNEL INLET 13360","INLET"
1983,"KENSINGTON WOODS","106 HILTON RD NEW SCOTLAND","NEW SCOTLAND"
1984,"NYC DEP - SHAFT 26B, CITY TUNNEL #3","30TH ST AND 10TH AVE NEW YORK 11368","MANHATTAN"
1985,"Getaway Catskills East","282 CO RTE 46|aka Cairo Junction Rd Catskill","CATSKILL"
1986,"2152 RIDGEWAY","2152 RIDGEWAY AVE GREECE","GREECE"
1987,"ROSCOE COMFORT STATION","RTE 17 - E BOUND ROSCOE","ROCKLAND"
1988,"DIX PROPERTY","376 MANITOU RD GREECE","GREECE"
1989,"CALLAN PROPERTY","374 MANITOU RD GREECE","GREECE"
1990,"VILLAGE OF SARANAC LAKE - 3 MAIN ST BUILDING","3 MAIN ST SARANAC LAKE 12983","HARRIETSTOWN"
1991,"HINCKLEY WASTEWATER TREATMENT FACILITY","MAIN ST TRENTON 13438","TRENTON"
1992,"RUNDEL LIBRARY","115 SOUTH AVE ROCHESTER","ROCHESTER"
1993,"LIDO BLVD WELL FIELD","LIDO BLVD (PART OF LIDO BEACH TOWN PARK PROPERTY)|Nctm Sec 60, Blk 91, Blk 2 LIDO BEACH 11561","HEMPSTEAD"
1994,"PLANT #6","1540 BEECH ST Atlantic Beach 11550","HEMPSTEAD"
1995,"ANGOLA MAINTENANCE CENTER","8730 DELAMETER RD ANGOLA 14006","EVANS"
1996,"COLLINS MAINTENANCE CENTER","14020 JENNINGS RD Collins 14034","COLLINS"
1997,"GREENPORT HARBOR BREWING CO","42155 MAIN RD PECONIC","SOUTHOLD"
1998,"TOWN OF LOUISVILLE WATER WITHDRAWAL SYSTEM","TOWN OF LOUISVILLE LOUISVILLE 13662","LOUISVILLE"
1999,"SOUTH PROTECTION MAINTENANCE CENTER","9988 S PROTECTION RD Holland 14030","HOLLAND"
2000,"CAMP ROAD BUNGALOWS","250 CAMP RD WAWARSING","WAWARSING"
2001,"WOODHULL -T WASTE WATER TREATMENT PLANT","WASHINGTON ST - E SIDE|N OF CO RTE 129 WOODHULL","WOODHULL"
2002,"SCHUYLER FALLS CLOSED LANDFILL","ADJACENT TO KENT FALLS RD - 0.25 M E OF CLOSED LANDFILL SCHUYLER FALLS","SCHUYLER FALLS"
2003,"DYS PROPERTY","1946 RUSH MENDON RD RUSH","RUSH"
2004,"CATHARINE VALLEY WATER RECLAMATION FACILITY","BOAT LAUNCH RD  - 1985 FT S DIX","DIX"
2005,"TUXEDO RESERVE WWTP","41 CONTRACTORS RD Tuxedo 10987","TUXEDO"
2006,"THE ORCHARDS WWTF","LABAUGH RD - .5 MI W OF LEVINE RD FALLSBURGH","FALLSBURGH"
2007,"DELTA AIR LINES INC","1 LAGUARDIA AIR PORT FLUSHING 11371","QUEENS"
2008,"NYC MS4","ALL OF NYC NY",NA
2009,"MECO'S PERFECT SCOOP","129 CO HWY 101 GLOVERSVILLE 12078","JOHNSTOWN"
2010,"WYOMING COUNTY HIGHWAY GARAGE","4328 ST RTE 19 ROCK GLEN","GAINESVILLE"
2011,"QUICK MOBILE HOME PARK","1975 KING HILL RD NEWARK VALLEY 13811","NEWARK VALLEY"
2012,"NEWTON FALLS WASTEWATER TREATMENT PLANT","789 County Route 60 Clifton 13670","CLIFTON"
2013,"GAS LAND PETROLEUM INC - WAPPINGER","233 MYERS CORNERS RD WAPPINGER","WAPPINGER"
2014,"CATSKILL AQUEDUCT REHABILITATION CAT-RR","WATER FOR THE FUTURE PROJECT - LEAK REPAIRS Newburgh","MOUNT PLEASANT:NEWBURGH"
2015,"LANSING HIGH, MIDDLE & ELEMENTARY SCHOOLS","OUTFALLS SURROUNDED BY SCHOOL BUILDINGS AT 300, 284 RIDGE RD & 6 LUDLOWVILLE RD Lansing","LANSING"
