"npdes_id","facility_id","application_id","applicant","applicant_id","permit_type","status","date_received","upa_class","seqr_class","seqr_determination","lead_agency","coastal_zone_status","final_disposition","permit_effective_date","permit_expration_date","dec_contact","shpa_status","enivronmental_justice"
"NYR10M249",1028,"8-4426-00010/00005","TOWN OF HECTOR",875,"Industrial SPDES - Surface Discharge","Issued",2021-08-17,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-07-13 04:00:00,2027-06-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10M264",678,"8-4622-00003/00001","AVOCA CENTRAL SCHOOL DISTRICT",571,"P/C/I SPDES - Surface Discharge","Issued",2020-08-27,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-06-01 04:00:00,2026-05-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10M697",706,"8-5436-00007/00014","GARLOCK SEALING TECHNOLOGIES LLC",593,"Industrial SPDES - Surface Discharge","SAPA Extended",2021-02-03,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-07-01 04:00:00,2023-08-31 04:00:00,"GUILLERMO R SAAR",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10M736",1020,"5-1730-00023/00006","OLBRYCH REALTY INC",867,"P/C/I SPDES - Surface Discharge","Issued",2023-02-02,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-12-01 05:00:00,2028-11-30 05:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10M744",267,"5-5205-00013/00002","LEHIGH CEMENT COMPANY LLC",230,"Industrial SPDES - Surface Discharge","Issued",2022-11-28,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-06-01 04:00:00,2028-05-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10N029",711,"8-5446-00005/00001","K M DAVIES COLD STORAGE",597,"Industrial SPDES - Surface Discharge","Discontinued",2024-01-05,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Discontinued",2024-01-29 05:00:00,NA,"SCOTT C FEINDEL",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10N281",1918,"5-4199-00014/00007","SARATOGA COUNTY WATER AUTHORITY",1582,"Industrial SPDES - Surface Discharge","Issued",2022-02-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-02-14 05:00:00,2028-01-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10N292",1058,"5-1554-00013/00001","NYS OLYMPIC REGIONAL DEVELOPMENT AUTHORITY",156,"Industrial SPDES - Surface Discharge","Issued",2024-01-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-12-01 05:00:00,2029-11-30 05:00:00,"KATHERINE M MURRAY",NA,NA
"NYR10N464",1348,"9-0644-00023/00001","CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT",1128,"P/C/I SPDES - Surface Discharge","Issued",2021-08-26,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-07-01 04:00:00,2027-06-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10N621",1244,"9-1442-00040/00071","MOOG INC",889,"Industrial SPDES - Surface Discharge","Issued",2023-06-26,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-03-01 05:00:00,2029-02-28 05:00:00,"THOMAS A RASCONA",NA,NA
"NYR10N673",1689,"3-3356-00089/00001","SLATEHILL EOM LLC",1399,"P/C/I SPDES - Surface Discharge","Issued",2021-07-26,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL V GROSSO",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10N716",1451,"6-9906-00006/00161","NEW YORK AIR NATIONAL GUARD",1211,"Industrial SPDES - Surface Discharge","Issued",2022-03-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10N718",1017,"6-3044-00031/00008","NYS DEPT OF CORRECTIONS AND COMMUNITY SUPERVISION",198,"Industrial SPDES - Surface Discharge","Issued",2020-10-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-08-01 04:00:00,2026-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10N756",1507,"3-3354-00261/00015","KYNDRYL INC",1256,"Industrial SPDES - Surface Discharge","Issued",2022-06-29,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-01-24 05:00:00,2027-12-31 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10N759",560,"5-5230-00017/00002","NYS OLYMPIC REGIONAL DEVELOPMENT AUTHORITY",156,"P/C/I SPDES - Surface Discharge","Issued",2024-01-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-08-01 04:00:00,2029-07-31 04:00:00,"KATHERINE M MURRAY",NA,NA
"NYR10N774",260,"5-4138-00014/00001","SARATOGA COUNTY",222,"Municipal SPDES - Surface Discharge","Issued",2020-10-01,"MAJOR","Unlisted Action","Negative Declaration","None Designated","This project is not located in a Coastal Management area.","Issued",2022-03-01 05:00:00,2027-02-28 05:00:00,"KARYN HANSON",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10N779",110,"3-3924-00025/00099","PEARL RIVER CAMPUS LLC",103,"Industrial SPDES - Surface Discharge","Issued",2023-05-17,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-01-01 05:00:00,2028-12-31 05:00:00,"THOMAS A RASCONA",NA,NA
"NYR10N787",1231,"7-5007-00030/00036","CORNELL UNIVERSITY",1034,"Industrial SPDES - Surface Discharge","Issued",2022-10-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-08-01 04:00:00,2028-07-31 04:00:00,"THOMAS A RASCONA",NA,NA
"NYR10N792",1451,"6-9906-00006/00161","NEW YORK AIR NATIONAL GUARD",1211,"Industrial SPDES - Surface Discharge","Issued",2022-03-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10N805",1755,"6-3013-00247/00001","ONEIDA COUNTY",315,"Industrial SPDES - Surface Discharge","Issued",2020-02-10,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2021-12-02 05:00:00,2026-11-30 05:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10P280",241,"5-1540-00026/00002","NYS POLICE",209,"Industrial SPDES - Surface Discharge","Issued",2022-12-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-07-01 04:00:00,2028-06-30 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10P309",797,"7-3150-00021/02033","WELCH ALLYN INC",673,"Industrial SPDES - Surface Discharge","Completeness Determination Due",2024-04-25,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"MICHAEL R SCHAEFER",NA,NA
"NYR10P357",1451,"6-9906-00006/00161","NEW YORK AIR NATIONAL GUARD",1211,"Industrial SPDES - Surface Discharge","Issued",2022-03-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10P358",1451,"6-9906-00006/00161","NEW YORK AIR NATIONAL GUARD",1211,"Industrial SPDES - Surface Discharge","Issued",2022-03-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10P364",1006,"4-4334-00002/00001","OORAH KIRUV RECHOKIM FUND INC",855,"P/C/I SPDES - Surface Discharge","Issued",2024-02-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-09-01 04:00:00,2029-08-31 04:00:00,"TERESS BALDWIN",NA,NA
"NYR10P483",434,"5-1540-00037/00001","NORTH COUNTRY SCHOOL INC",362,"P/C/I SPDES - Surface Discharge","Issued",2022-12-23,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-11-01 04:00:00,2028-10-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10P652",1620,"7-2540-00055/00003","SPHERE HAMILTON LLC",1342,"P/C/I SPDES - Surface Discharge","Issued",2023-10-12,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-05-01 04:00:00,2029-04-30 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10Q140",212,"3-5530-00028/00002","WACCABUC COUNTRY CLUB COMPANY",183,"P/C/I SPDES - Surface Discharge","Written Comments Deadline",2025-02-03,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"TERESS BALDWIN",NA,NA
"NYR10Q547",1451,"6-9906-00006/00161","NEW YORK AIR NATIONAL GUARD",1211,"Industrial SPDES - Surface Discharge","Issued",2022-03-22,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-09-01 04:00:00,2027-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10Q645",1925,"5-5230-00090/00001","FRONTSTREET MOUNTAIN DEVELOPMENT LLC",1587,"P/C/I SPDES - Surface Discharge","Withdrawn by Applicant",2022-12-06,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Withdrawn by Applicant",2024-07-23 04:00:00,NA,"BETH A MAGEE",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10Q697",1599,"9-0226-00019/00001","ALFRED-ALMOND CENTRAL SCHOOL DISTRICT",1325,"P/C/I SPDES - Surface Discharge","Issued",2022-12-16,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-11-01 04:00:00,2028-10-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10Q875",1920,"7-0350-00089/00001","TOWN OF WINDSOR",1583,"Municipal SPDES - Surface Discharge","Issued",2022-09-29,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-08-01 04:00:00,2028-07-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
"NYR10R053",774,"7-2526-00012/00001","STATE UNIVERSITY OF NEW YORK",341,"P/C/I SPDES - Surface Discharge","Issued",2024-06-18,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-11-01 04:00:00,2029-10-31 04:00:00,"ELISE A FERENCEVYCH",NA,NA
"NYR10R279",1336,"9-0464-00013/00001","CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT",1118,"P/C/I SPDES - Surface Discharge","Final Decision Due",2024-10-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.",NA,NA,NA,"TERESS BALDWIN",NA,NA
"NYR10R283",1845,"3-4846-00398/00001","CAMP ZICHRON ZVI DOVID CONGREGATION",1522,"P/C/I SPDES - Surface Discharge","Issued",2023-11-07,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-06-01 04:00:00,2029-05-31 04:00:00,"TERESS BALDWIN",NA,NA
"NYR10R481",1963,"5-1526-00082/00004","TOWN OF ESSEX",1248,"Municipal SPDES - Surface Discharge","Issued",2020-09-28,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2022-06-01 04:00:00,2027-05-31 04:00:00,"REBECCA A SMITH",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10R742",248,"5-1642-00004/00001","SALMON RIVER CENTRAL SCHOOL DISTRICT",216,"P/C/I SPDES - Surface Discharge","Issued",2024-01-04,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2024-11-01 04:00:00,2029-10-31 04:00:00,"TERESS BALDWIN",NA,NA
"NYR10R830",1007,"4-4336-00005/00007","OORAH INC.",856,"Industrial SPDES - Surface Discharge","Final Decision Due",2024-08-07,"MAJOR","Type I Action","Negative Declaration","NYC Dept of Environmental Protection","This project is not located in a Coastal Management area.",NA,NA,NA,"MARANDA E WELCH","The proposed activity is not subject to review in accordance with SHPA. The permit type is exempt or the activity is being reviewed in accordance with federal historic preservation regulations.","The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10R941",238,"5-1538-00003/00001","TOWN OF NEWCOMB",207,"Municipal SPDES - Surface Discharge","Issued",2023-05-25,"MAJOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2025-03-01 05:00:00,2030-02-28 05:00:00,"KATHRYN B SWEET",NA,"The application is subject to the Department Environmental Justice policy (CP-29). Either the permits needed for the project are not subject to the policy or it has been determined that the project would not affect a Potential Environmental Justice Area."
"NYR10S189",1810,"3-1328-00347/00009","TOWN OF EAST FISHKILL",1017,"Municipal SPDES - Surface Discharge","Issued",2022-10-18,"MINOR","Type II Action","Not Applicable","None Designated","This project is not located in a Coastal Management area.","Issued",2023-09-01 04:00:00,2028-08-31 04:00:00,"MICHAEL R SCHAEFER",NA,NA
