"action_id","facility","facility_id","npdes_id","application_id","applicant","application_type","date_received","status","short_description","enb_publication_date","written_comments_due","dup_flag","transfer_flag"
"NY0156221_2020-03-20","PLEASANT VALLEY TRAILER PARK",1503,"NY0156221","7-0350-00029/00001","Creekside Realty Associates LLC","Renewal Treat as New",2020-03-20,"Issued","spdes fast track renewal for # ny0156221",2020-04-01 04:00:00,2020-05-01 04:00:00,FALSE,FALSE
"NY0243469_2022-11-09","TONAWANDA TERMINAL",1504,"NY0243469","9-1464-00187/00001","UNITED REFINING COMPANY","Renewal Treat as New",2022-11-09,"Issued","spdes fast track renewal for ny0243469",2022-11-30 05:00:00,2022-12-30 05:00:00,FALSE,FALSE
"NY0245429_2022-10-31","LAKE BLUFF CAMPGROUND",1505,"NY0245429","8-5426-00139/00001","TETON MANAGEMENT CORPORATION","Modification Treat as New",2022-10-31,"Expired","mod to increase design flow to 15,690 gal per day",2023-04-12 04:00:00,2023-05-12 04:00:00,FALSE,FALSE
"NY0245429_2023-03-29","LAKE BLUFF CAMPGROUND",1505,"NY0245429","8-5426-00139/00001","TETON MANAGEMENT CORPORATION","Renewal Treat as New",2023-03-29,"Issued","spdes fast track renewal for ny0245429",2023-04-12 04:00:00,2023-05-12 04:00:00,FALSE,FALSE
"NY0100064_2024-03-12","SAINT MARY AND POPE KYRILLOS MONASTERY",1506,"NY0100064","3-5122-00236/00001","COPTIC ORTHODOX PATRIARCHATE - DIOCESE OF NEW YORK & NEW ENGLAND, INC.","Modification",2024-03-12,"Issued","transfer from missionary sisters of the sacred heart to coptic orthodox patriarchate - diocese of new york & new england inc",NA,NA,FALSE,TRUE
"NY0021695_2022-06-29","KYNDRYL INC - STERLING FOREST",1507,"NY0021695","3-3354-00261/00015","KYNDRYL INC","Renewal Treat as New",2022-06-29,"Issued","spdes fast track renewal for # ny0021695",2022-09-21 04:00:00,2022-10-21 04:00:00,FALSE,FALSE
"NYR10N756_2022-06-29","KYNDRYL INC - STERLING FOREST",1507,"NYR10N756","3-3354-00261/00015","KYNDRYL INC","Renewal Treat as New",2022-06-29,"Issued","spdes fast track renewal for # ny0021695",2022-09-21 04:00:00,2022-10-21 04:00:00,FALSE,FALSE
"NY0021695_2021-11-15","KYNDRYL INC - STERLING FOREST",1507,"NY0021695","3-3354-00261/00015","KYNDRYL INC","Minor Modification",2021-11-15,"Expired","mod - transfer from ibm to kyndryl",NA,NA,FALSE,TRUE
"NYR10N756_2021-11-15","KYNDRYL INC - STERLING FOREST",1507,"NYR10N756","3-3354-00261/00015","KYNDRYL INC","Minor Modification",2021-11-15,"Expired","mod - transfer from ibm to kyndryl",NA,NA,FALSE,TRUE
"NY0226459_2023-03-16","LONG ISLAND AQUARIUM",1508,"NY0226459","1-4730-00385/00023","ATLANTIS MARINE WORLD LLC","Modification Treat as New",2023-03-16,"Issued","dms-p,  increase outfall 5 to 600 gpd modification - mtn",2023-09-20 04:00:00,2023-10-20 04:00:00,FALSE,FALSE
"NYR10S679_2023-03-16","LONG ISLAND AQUARIUM",1508,"NYR10S679","1-4730-00385/00023","ATLANTIS MARINE WORLD LLC","Modification Treat as New",2023-03-16,"Issued","dms-p,  increase outfall 5 to 600 gpd modification - mtn",2023-09-20 04:00:00,2023-10-20 04:00:00,FALSE,FALSE
"NY0226459_2024-09-19","LONG ISLAND AQUARIUM",1508,"NY0226459","1-4730-00385/00023","ATLANTIS MARINE WORLD LLC","Renewal Treat as New",2024-09-19,"Final Decision Due","spdes fast track renewal for ny0226459",2024-11-27 05:00:00,2024-12-27 05:00:00,FALSE,FALSE
"NYR10S679_2024-09-19","LONG ISLAND AQUARIUM",1508,"NYR10S679","1-4730-00385/00023","ATLANTIS MARINE WORLD LLC","Renewal Treat as New",2024-09-19,"Final Decision Due","spdes fast track renewal for ny0226459",2024-11-27 05:00:00,2024-12-27 05:00:00,FALSE,FALSE
"NY0250759_2021-04-15","SAAL PROPERTY",1509,"NY0250759","3-3320-00077/00001","WILLIAM/EILEEN HAMILTON","Minor Modification",2021-04-15,"Expired","transfer to 58 orrs mills llc",NA,NA,FALSE,TRUE
"NY0250759_2021-04-15","SAAL PROPERTY",1509,"NY0250759","3-3320-00077/00001","58 ORRS MILLS LLC","Minor Modification",2021-04-15,"Expired","transfer to 58 orrs mills llc",NA,NA,TRUE,TRUE
"NY0250759_2023-06-27","SAAL PROPERTY",1509,"NY0250759","3-3320-00077/00001","YS REAL ESTATES LLC","Renewal Treat as New",2023-06-27,"Issued","spdes fast track renewal and permit transfer for ny0250759",2023-11-29 05:00:00,2023-12-29 05:00:00,FALSE,TRUE
"NY0028886_2023-09-18","HIGH MEADOWS MOBILE HOME PARK",1510,"NY0028886","3-1326-00143/00001","HIGH MEADOWS COOPERATIVE CORPORATION","Renewal Treat as New",2023-09-18,"Issued","spdes fsat track renewal for ny0028886",2023-09-27 04:00:00,2023-10-27 04:00:00,FALSE,FALSE
"NY0200859_2022-12-23","CROTON AQUEDUCT-SHAFT 24 & 25",1511,"NY0200859","2-6201-00043/00005","NYC DEPT OF ENVIRONMENTAL PROTECTION","Renewal Treat as New",2022-12-23,"Issued","spdes fast track renewal for # ny0200859",2024-07-10 04:00:00,2024-08-09 04:00:00,FALSE,FALSE
"NY0257915_2021-01-28","EAST MARTINSBURG PIT",1512,"NY0257915","6-2340-00021/00004","V. S. VIRKLER & SON, INC.","Renewal Treat as New",2021-01-28,"Issued","spdes fast track renewal for # ny0257915",2021-02-24 05:00:00,2021-03-26 04:00:00,FALSE,FALSE
"NY0241393_2023-06-23","JACKSON PROPERTY",1513,"NY0241393","4-1050-00017/00001","WINGATE JACKSON","Renewal Treat as New",2023-06-23,"Issued","spdes fast track renewal for ny0241393",2023-07-19 04:00:00,2023-08-18 04:00:00,FALSE,FALSE
"NY0240133_2024-02-08","COUNTRY SKY MOBILE HOME PARK",1514,"NY0240133","5-0924-00076/00001","New Beginnings Mobile Home Association Inc","Renewal Treat as New",2024-02-08,"Issued","spdes fast track renewal for ny0240133",2024-02-21 05:00:00,2024-03-22 04:00:00,FALSE,FALSE
"NY0024261_2020-01-21","ELEMENT CARBON HV RIVER ROAD",1515,"NY0024261","3-3348-00150/00003","IDC SOILS RECLAMATION INC","Minor Modification",2020-01-21,"Expired","mod - transfer to idc soils reclamation inc",NA,NA,FALSE,TRUE
"NY0024261_2020-01-21","ELEMENT CARBON HV RIVER ROAD",1515,"NY0024261","3-3348-00150/00003","ELEMENT CARBON HUDSON VALLEY LLC","Minor Modification",2020-01-21,"Expired","mod - transfer to idc soils reclamation inc",NA,NA,TRUE,TRUE
"NY0245518_2023-10-02","PHILLIS PROPERTY",1516,"NY0245518","8-2654-00175/00001","NANETTE PHILLIS","Renewal Treat as New",2023-10-02,"Issued","spedes fast track renewal for ny0245518",2023-10-11 04:00:00,2023-11-10 05:00:00,FALSE,FALSE
"NY0240168_2020-05-15","PERU WATER FILTRATION PLANT",1517,"NY0240168","5-0940-00048/00001","TOWN OF PERU","Modification Treat as New",2020-05-15,"Expired","change total residual chlorine limit from 0.002 to 0.1 mg/l",2020-09-23 04:00:00,2020-10-23 04:00:00,FALSE,FALSE
"NY0240168_2023-06-14","PERU WATER FILTRATION PLANT",1517,"NY0240168","5-0940-00048/00001","TOWN OF PERU","Modification Treat as New",2023-06-14,"Expired","change to require sampling of total aluminum rather than dissolved aluminum",2023-08-02 04:00:00,2023-09-01 04:00:00,FALSE,FALSE
"NY0240168_2023-03-20","PERU WATER FILTRATION PLANT",1517,"NY0240168","5-0940-00048/00001","TOWN OF PERU","Renewal Treat as New",2023-03-20,"Issued","spdes fast track renewal for ny0240168",2023-04-05 04:00:00,2023-05-05 04:00:00,FALSE,FALSE
"NY0227820_2022-11-10","PRAHLER PROPERTY",1518,"NY0227820","8-2630-00079/00001","JEFFREY M PRAHLER","Renewal Treat as New",2022-11-10,"Issued","spdes fast track renewal for ny0227820",2022-11-30 05:00:00,2022-12-30 05:00:00,FALSE,FALSE
"NY0069426_2023-02-10","Little Cat Lodge",1519,"NY0069426","4-1032-00036/00003","19 Nicholson Owner LLC","New",2023-02-10,"Issued","suface water discharge into creek, outfall already present from prior inn.",2023-03-29 04:00:00,2023-04-28 04:00:00,FALSE,FALSE
"NY0243591_2023-08-03","CATTARAUGUS CHRISTIAN CAMP",1520,"NY0243591","9-0464-00024/00001","CHAUTAUQUA-OLEAN CAMP MEETING ASSOCIATION","Renewal Treat as New",2023-08-03,"Issued","spdes fast track renewal for ny0243591",2023-12-13 05:00:00,2024-01-12 05:00:00,FALSE,FALSE
"NY0243621_2022-10-31","ITT ENIDINE INC",1521,"NY0243621","9-1460-00085/00001","ITT ENIDINE INC","Renewal Treat as New",2022-10-31,"Issued","spdes fast track renewal for ny0243621",2022-11-09 05:00:00,2022-12-09 05:00:00,FALSE,FALSE
"NYR00E412_2022-10-31","ITT ENIDINE INC",1521,"NYR00E412","9-1460-00085/00001","ITT ENIDINE INC","Renewal Treat as New",2022-10-31,"Issued","spdes fast track renewal for ny0243621",2022-11-09 05:00:00,2022-12-09 05:00:00,FALSE,FALSE
"NY0244431_2022-11-15","SOUTH OTSELIC FISH HATCHERY",1522,"NY0244431","7-0844-00013/00001","NYS Dept of Environmental Conservation","Renewal Treat as New",2022-11-15,"Issued","spdes fast track renewal for # ny0244431",2024-07-24 04:00:00,2024-08-23 04:00:00,FALSE,FALSE
"NY0241474_2020-03-16","SHILOH RETREAT CENTER",1523,"NY0241474","4-1942-00023/00001","GOSPEL COMMUNITY CHURCH","Renewal Treat as New",2020-03-16,"Issued","spdes fast track renewal for # ny0241474",2021-09-08 04:00:00,2021-10-08 04:00:00,FALSE,FALSE
"NY0271012_2022-04-05","ROUNDTOP AT MONTROSE STP",1524,"NY0271012","3-5522-00166/00003","WB MONTROSE LLC","Renewal Treat as New",2022-04-05,"Issued","spdes fast track renewal for ny0271012",2022-04-20 04:00:00,2022-05-20 04:00:00,FALSE,FALSE
"NY0261076_2023-12-11","POTIC RESERVOIR WTP",1525,"NY0261076","4-1928-00043/00005","VILLAGE OF CATSKILL","Renewal Treat as New",2023-12-11,"Issued","spdes fast track renewal for ny0261076",2024-01-03 05:00:00,2024-02-02 05:00:00,FALSE,FALSE
"NY0250929_2023-10-12","DUNWOODIE CENTRAL SUBSTATION",1526,"NY0250929","3-5518-00672/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.","Renewal Treat as New",2023-10-12,"Issued","spdes fast track renewal for ny0250929",2024-01-03 05:00:00,2024-02-02 05:00:00,FALSE,FALSE
"NY0250929_2023-11-22","DUNWOODIE CENTRAL SUBSTATION",1526,"NY0250929","3-5518-00672/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.","Renewal Treat as New",2023-11-22,"Final Decision Due","spdes renewal and full technical review for ny0250929",2024-12-18 05:00:00,2025-01-17 05:00:00,FALSE,FALSE
"NY0159573_2022-02-16","PRESBYTERY OF GENEVA - CAMP WHITMAN",1527,"NY0159573","8-5736-00045/00003","PRESBYTERY OF GENEVA","Renewal Treat as New",2022-02-16,"Issued","spdes fast track renewal for # ny0159573",2022-03-02 05:00:00,2022-04-01 04:00:00,FALSE,FALSE
"NY0165948_2021-04-29","294 ROUTE 100 LLC",1528,"NY0165948","3-5552-00082/00010","294 ROUTE 100 LLC","Renewal Treat as New",2021-04-29,"Issued","spdes fast track renewal application for # ny0165948",2021-07-21 04:00:00,2021-08-20 04:00:00,FALSE,FALSE
"NYR10D288_2021-04-29","294 ROUTE 100 LLC",1528,"NYR10D288","3-5552-00082/00010","294 ROUTE 100 LLC","Renewal Treat as New",2021-04-29,"Issued","spdes fast track renewal application for # ny0165948",2021-07-21 04:00:00,2021-08-20 04:00:00,FALSE,FALSE
"NYR00G461_2020-02-07","DAILEY - HOOSICK QUARRY",1529,"NYR00G461","4-3828-00058/00006","WILLIAM E DAILEY INC","Renewal Treat as New",2020-02-07,"Expired","spdes fast track renewal for # ny0241709",2020-03-04 05:00:00,2020-04-03 04:00:00,FALSE,FALSE
"NY0241709_2020-02-07","DAILEY - HOOSICK QUARRY",1529,"NY0241709","4-3828-00058/00006","WILLIAM E DAILEY INC","Renewal Treat as New",2020-02-07,"Expired","spdes fast track renewal for # ny0241709",2020-03-04 05:00:00,2020-04-03 04:00:00,FALSE,FALSE
"NY0277240_2022-09-15","NYC-TA  SOUTH CHANNEL BRIDGE",1530,"NY0277240","2-6308-00237/00017","NYC TRANSIT AUTHORITY","New",2022-09-15,"Issued","replace 2 existing mds' with a single, new type ii mds",2024-02-14 05:00:00,2024-03-15 04:00:00,FALSE,FALSE
"NY0027413_2025-01-21","INDIAN CASTLE REST AREA",1531,"NY0027413","6-2122-00005/00003","NYS THRUWAY AUTHORITY","Renewal Treat as New",2025-01-21,"Written Comments Deadline","spdes fast track renewal for spdes no. ny0027413",2025-02-05 05:00:00,2025-03-07 05:00:00,FALSE,FALSE
"NY0256889_2023-11-22","VERONA MAINTENANCE FACILITY",1532,"NY0256889","6-3062-00056/00001","NYS THRUWAY AUTHORITY","Renewal Treat as New",2023-11-22,"Issued","spdes fast track renewal for ny0256889",2023-12-06 05:00:00,2024-01-05 05:00:00,FALSE,FALSE
"NY0241555_2024-08-13","BERKSHIRE MAINTENANCE FACILITY",1533,"NY0241555","4-1026-00050/00001","NYS THRUWAY AUTHORITY","Renewal Treat as New",2024-08-13,"Issued","spdes fast track renewal for ny0241555",2024-08-28 04:00:00,2024-09-27 04:00:00,FALSE,FALSE
"NY0241563_2024-08-13","CATSKILL MAINTENANCE FACILITY",1534,"NY0241563","4-1926-00104/00001","NYS THRUWAY AUTHORITY","Renewal Treat as New",2024-08-13,"Issued","spdes fast track renewal for ny0241563",2024-08-28 04:00:00,2024-09-27 04:00:00,FALSE,FALSE
"NY0251739_2021-07-19","VILLAGE OF BROADALBIN WWTF",1535,"NY0251739","5-1722-00050/00001","VILLAGE OF BROADALBIN","Modification Treat as New",2021-07-19,"Expired","extension request in schedule of compliance for disinection ny0251739",2021-08-25 04:00:00,2021-09-24 04:00:00,FALSE,FALSE
"NY0251739_2023-11-06","VILLAGE OF BROADALBIN WWTF",1535,"NY0251739","5-1722-00050/00001","VILLAGE OF BROADALBIN","Renewal Treat as New",2023-11-06,"Issued","spdes fast track renewal for ny0251739",2023-12-06 05:00:00,2024-01-05 05:00:00,FALSE,FALSE
"NY0247782_2022-12-13","MONTGOMERY-T STP DIST # 1",1536,"NY0247782","3-3342-00159/00003","TOWN OF MONTGOMERY","Renewal Treat as New",2022-12-13,"Issued","reauthorization of lapsed permit",2024-06-19 04:00:00,2024-07-19 04:00:00,FALSE,FALSE
"NY0251038_2024-02-12","KINGSTON MAINTENANCE FACILITY",1537,"NY0251038","3-5154-00111/00001","NYS THRUWAY AUTHORITY","Renewal Treat as New",2024-02-12,"Issued","spdes fast track renewal for ny0251038",2024-02-21 05:00:00,2024-03-22 04:00:00,FALSE,FALSE
"NY0243701_2020-10-19","IRON KETTLE RESTAURANT",1538,"NY0243701","9-1424-00067/00001","TARA MARTIN","Renewal Treat as New",2020-10-19,"Issued","spdes fast track renewal for # ny0243701",2021-06-09 04:00:00,2021-07-09 04:00:00,FALSE,FALSE
"NY0243736_2020-07-20","NIC-L-INN",1539,"NY0243736","9-0482-00017/00001","NIAGARA LONESTAR GROUP LLC","Renewal Treat as New",2020-07-20,"Issued","spdes fast track renewal for # ny0243736",2020-07-29 04:00:00,2020-08-28 04:00:00,FALSE,FALSE
"NY0201138_2021-07-07","CON ED-11TH STREET CONDUIT",1540,"NY0201138","2-9902-00018/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.","Renewal Treat as New",2021-07-07,"Issued","spdes fast track renewal for # ny0201138",2021-11-03 04:00:00,2021-12-03 05:00:00,FALSE,FALSE
"NY0244716_2021-10-28","DERUYTER LAKE BOAT & COTTAGE RENTALS",1541,"NY0244716","7-2524-00067/00003","JERRY L RICE","Renewal Treat as New",2021-10-28,"Issued","spdes fast track renewal for # ny0244716",2021-11-24 05:00:00,2021-12-24 05:00:00,FALSE,FALSE
"NY0244597_2024-07-29","LOCKHEED MARTIN - FORMER IBM OWEGO",1542,"NY0244597","7-4930-00095/00001","INTERNATIONAL BUSINESS MACHINES CORPORATION","Renewal Treat as New",2024-07-29,"Issued","spdes fast track renewal for ny0244597",2024-10-16 04:00:00,2024-11-15 05:00:00,FALSE,FALSE
"NY0241610_2024-06-07","PINETREE MHP",1543,"NY0241610","4-1046-00031/00001","GARDEN HOMES MANAGEMENT CORPORATION","Renewal Treat as New",2024-06-07,"Final Decision Due","spdes fast track for ny0241610",2024-06-26 04:00:00,2024-07-26 04:00:00,FALSE,FALSE
"NY0202371_2023-12-05","NEW STEWARTS DAIRY FARM",1544,"NY0202371","5-4134-00061/00002","STEWART'S SHOPS CORP.","Renewal Treat as New",2023-12-05,"Issued","spdes fast track renewal for ny0202371",2023-12-13 05:00:00,2024-01-12 05:00:00,FALSE,FALSE
"NY0244546_2020-03-03","WEEDSPORT MAINTENANCE FACILITY",1545,"NY0244546","7-0522-00019/00001","NYS THRUWAY AUTHORITY","Renewal Treat as New",2020-03-03,"Issued","spdes fast track renewal for # ny0244546",2020-08-26 04:00:00,2020-09-25 04:00:00,FALSE,FALSE
"NY0244571_2025-01-23","VIRGINIA CITY MOBILE HOME PARK",1546,"NY0244571","7-0332-00049/00001","VIRGINIA CITY MOBILE HOME COURT, LLC","Renewal Treat as New",2025-01-23,"Completeness Determination Due","spdes fast track renewal for ny0244571",NA,NA,FALSE,FALSE
"NY0241652_2022-11-09","SALT STORAGE PAD",1547,"NY0241652","4-0101-00257/00001","CAPITAL DISTRICT SALT LLC","Minor Modification",2022-11-09,"Withdrawn by Applicant","ny0241652, permnit transfer",NA,NA,FALSE,TRUE
"NY0241652_2023-06-09","SALT STORAGE PAD",1547,"NY0241652","4-0101-00257/00001","BEN WEITSMAN OF ALBANY LLC","Minor Modification",2023-06-09,"Expired","transfer of spdes permit from perator to land owner",NA,NA,FALSE,TRUE
"NY0241652_2024-05-31","SALT STORAGE PAD",1547,"NY0241652","4-0101-00257/00001","BEN WEITSMAN OF ALBANY LLC","Renewal Treat as New",2024-05-31,"Issued","spdes fast track renewal for ny0241652",2024-12-11 05:00:00,2025-01-10 05:00:00,FALSE,FALSE
"NY0203262_2023-08-15","WESTERN NEW YORK DDSO - 10693 SISSON HWY",1548,"NY0203262","9-1458-00032/00001","NYS OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES","Renewal Treat as New",2023-08-15,"Issued","spdes fast track renewal for ny0203262",2024-08-07 04:00:00,2024-09-06 04:00:00,FALSE,FALSE
"NY0148393_2020-08-27","ARNOLD HOUSE",1549,"NY0148393","3-4822-00070/00001","Shandelee Property Co LLC","Renewal Treat as New",2020-08-27,"Issued","spdes fast track renewal for # ny0148393",2020-09-16 04:00:00,2020-10-16 04:00:00,FALSE,FALSE
"NY0105104_2024-02-08","HANOVER WATER POLLUTION CONTROL FACILITY",1550,"NY0105104","9-0646-00080/00001","TOWN OF HANOVER","Renewal Treat as New",2024-02-08,"Issued","spdes fast track renewal for ny0105104",2024-05-29 04:00:00,2024-06-28 04:00:00,FALSE,FALSE
"NY0251241_2024-02-12","MACOLLO LLC",1551,"NY0251241","3-5128-00038/00001","MACOLLO LLC","Renewal Treat as New",2024-02-12,"Issued","spdes fast track renewal for ny0251241",2024-02-21 05:00:00,2024-03-22 04:00:00,FALSE,FALSE
"NY0256927_2020-12-14","TRENTON TOWN PARK & SWIMMING POOL",1552,"NY0256927","6-3058-00054/00001","TOWN OF TRENTON","Renewal Treat as New",2020-12-14,"Issued","spdes fast track renewal for # ny0256927",2020-12-30 05:00:00,2021-01-29 05:00:00,FALSE,FALSE
"NY0251267_2021-05-13","NEW PALTZ SCHOOL BUS GARAGE",1553,"NY0251267","3-5138-00083/00005","NEW PALTZ CENTRAL SCHOOL DISTRICT","Renewal Treat as New",2021-05-13,"Issued","spdes fast track renewal for # ny0251267",2021-08-04 04:00:00,2021-09-03 04:00:00,FALSE,FALSE
"NY0030872_2023-05-03","SPRAGUE RESOURCES INWOOD FACILITY",1554,"NY0030872","1-2820-01959/00001","SPRAGUE OPERATING RESOURCES LLC","Renewal Treat as New",2023-05-03,"Issued","ebps review resulted in updated effluent limits, permit format, permittee information",2024-09-11 04:00:00,2024-10-11 04:00:00,FALSE,FALSE
"NY0030872_2024-09-03","SPRAGUE RESOURCES INWOOD FACILITY",1554,"NY0030872","1-2820-01959/00001","SPRAGUE OPERATING RESOURCES LLC","Renewal Treat as New",2024-09-03,"New Application Needed","dms-p, spdes fast track renewal for ny0030872",2024-12-25 05:00:00,2025-01-24 05:00:00,FALSE,FALSE
"NY0244872_2021-08-26","TESSY PLASTICS - ELBRIDGE CAMPUS",1555,"NY0244872","7-3128-00038/00004","TESSY PLASTICS CORP","Renewal Treat as New",2021-08-26,"Issued","spdes fast track renewal for # ny0244872",2021-09-29 04:00:00,2021-10-29 04:00:00,FALSE,FALSE
"NYR00F422_2021-08-26","TESSY PLASTICS - ELBRIDGE CAMPUS",1555,"NYR00F422","7-3128-00038/00004","TESSY PLASTICS CORP","Renewal Treat as New",2021-08-26,"Issued","spdes fast track renewal for # ny0244872",2021-09-29 04:00:00,2021-10-29 04:00:00,FALSE,FALSE
"NYR10D167_2021-08-26","TESSY PLASTICS - ELBRIDGE CAMPUS",1555,"NYR10D167","7-3128-00038/00004","TESSY PLASTICS CORP","Renewal Treat as New",2021-08-26,"Issued","spdes fast track renewal for # ny0244872",2021-09-29 04:00:00,2021-10-29 04:00:00,FALSE,FALSE
"NY0000247_2024-04-22","SPRAIN BROOK CENTRAL SUBSTATION",1556,"NY0000247","3-5518-00680/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.","Renewal Treat as New",2024-04-22,"Suspended Indefinitely","spdes ebps for techincal review for ny0251291",NA,NA,FALSE,FALSE
"NYR10F578_2024-04-22","SPRAIN BROOK CENTRAL SUBSTATION",1556,"NYR10F578","3-5518-00680/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.","Renewal Treat as New",2024-04-22,"Suspended Indefinitely","spdes ebps for techincal review for ny0251291",NA,NA,FALSE,FALSE
"NY0251291_2024-04-22","SPRAIN BROOK CENTRAL SUBSTATION",1556,"NY0251291","3-5518-00680/00001","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.","Renewal Treat as New",2024-04-22,"Suspended Indefinitely","spdes ebps for techincal review for ny0251291",NA,NA,FALSE,FALSE
"NY0258512_2022-07-29","WILSON TUSCARORA STATE PARK",1557,"NY0258512","9-2942-00063/00006","NYS OFFICE OF PARKS REC & HISTORIC PRESERVATION","Renewal Treat as New",2022-07-29,"Issued","spdes fast track renewal for # ny0258512",2022-08-17 04:00:00,2022-09-16 04:00:00,FALSE,FALSE
"NY0256935_2021-02-25","ERWIN PARK AND POOL",1558,"NY0256935","6-3026-00050/00005","VILLAGE OF BOONVILLE","Modification Treat as New",2021-02-25,"Discontinued","discontinue permit",NA,NA,FALSE,FALSE
"NY0256935_2020-01-23","ERWIN PARK AND POOL",1558,"NY0256935","6-3026-00050/00005","VILLAGE OF BOONVILLE","Renewal Treat as New",2020-01-23,"Expired","spdes fast track renewal for # ny0256935",2020-02-19 05:00:00,2020-03-20 04:00:00,FALSE,FALSE
"NY0240273_2020-02-10","ADIRONDACK MUSEUM",1559,"NY0240273","5-2026-00071/00001","ADIRONDACK HISTORICAL ASSOCIATION","Renewal Treat as New",2020-02-10,"Issued","spdes fast track renewal for # ny0240273",2020-09-16 04:00:00,2020-10-16 04:00:00,FALSE,FALSE
