1241997746	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-2.08116545265349	3	Chehalis, Washington, United States	US	USWA	WA041	46.662	-122.964	1503929	0								3	Chehalis, Washington, United States	US	USWA	WA041	46.662	-122.964	1503929	20250506020000	http://www.chronline.com/stories/chehalis-basin-board-weathers-storm-after-canceled-federal-funding,380240
1241997747	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-0.16326530612244	3	Sublette County, Wyoming, United States	US	USWY	WY035	42.6999	-109.867	1605082	0								3	Sublette County, Wyoming, United States	US	USWY		42.6999	-109.867	1605082	20250506020000	https://wyofile.com/as-wyoming-gop-gathers-old-disputes-resurface/
1241997748	20250506	202505	2025	2025.3452	USA	IDAHO	USA																		0	010	010	01	1	0.0	10	1	10	-1.16618075801749	3	Idaho Springs, Colorado, United States	US	USCO	CO019	39.7425	-105.514	204710	0								3	Idaho Springs, Colorado, United States	US	USCO		39.7425	-105.514	204710	20250506020000	https://www.summitdaily.com/news/what-will-you-do-to-retain-your-own-summit-school-employees-call-on-district-to-consider-property-tax-ballot-measure/
1241997749	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-3.60934182590234	3	Fountain Hills, Arizona, United States	US	USAZ	AZ013	33.6117	-111.717	36980	0								3	Fountain Hills, Arizona, United States	US	USAZ		33.6117	-111.717	36980	20250506020000	https://azcapitoltimes.com/news/2025/05/05/abandoned-marana-prison-sold-back-to-original-owner-for-use-as-private-prison/
1241997750	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	1	1	1	-1.49700598802395	3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	0								3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	20250506020000	https://www.latintimes.com/illinois-democrat-being-challenged-influencer-congressional-seat-decides-against-seeking-582368
1241997751	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-3.13531353135314	3	Taos, New Mexico, United States	US	USNM	NM055	36.4072	-105.573	911545	0								3	Taos, New Mexico, United States	US	USNM	NM055	36.4072	-105.573	911545	20250506020000	https://www.santafenewmexican.com/news/local_news/national-weather-service-rain-and-snow-helpful-but-unlikely-to-turn-drought-around/article_81adae2a-d519-45d1-8e2b-7546745eaadb.html
1241997752	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	6	1	6	-3.13531353135314	3	Vermejo River, New Mexico, United States	US	USNM	NM007	36.4867	-104.544	912095	0								3	Vermejo River, New Mexico, United States	US	USNM		36.4867	-104.544	912095	20250506020000	https://www.santafenewmexican.com/news/local_news/national-weather-service-rain-and-snow-helpful-but-unlikely-to-turn-drought-around/article_81adae2a-d519-45d1-8e2b-7546745eaadb.html
1241997753	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	-1.14503816793894	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								3	Upper Basin, Utah, United States	US	USUT		40.493	-110.638	1446848	20250506020000	https://www.ksut.org/environment-climate/2025-05-05/the-colorado-river-needs-some-shared-pain-to-break-a-deadlock-water-experts-say
1241997754	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	-3.55329949238579	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20250506020000	http://www.chronline.com/stories/julie-mcdonald-ezra-meeker-visits-toledo-to-set-the-record-straight,380239
1241997755	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	4	1	4	0.79365079365079	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20250506020000	https://www.advanced-television.com/2025/05/06/clarity-sought-on-us-film-production-tariffs/
1241997756	20250506	202505	2025	2025.3452	USA	INDIANA	USA																		0	011	011	01	1	-0.1	4	1	4	-2.79187817258884	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20250506020000	https://www.wtap.com/2025/05/05/indiana-lieutenant-governor-praises-three-fifths-compromise-great-move/
1241997757	20250506	202505	2025	2025.3452	USA	THE US	USA																		0	012	012	01	1	-0.4	10	1	10	-11.7142857142857	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	0								4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20250506020000	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/05/06/prosecutors-dismiss-royal-insult-charges
1241997758	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	4	1	4	2.09013716525147	3	Downingtown, Pennsylvania, United States	US	USPA	PA029	40.0065	-75.7033	1213957	0								3	Downingtown, Pennsylvania, United States	US	USPA	PA029	40.0065	-75.7033	1213957	20250506020000	https://www.pennlive.com/elections/2025/05/suburban-philly-community-might-be-first-in-pa-to-elect-an-openly-transgender-mayor.html
1241997759	20250506	202505	2025	2025.3452	USA	DENVER	USA																		1	012	012	01	1	-0.4	6	1	6	0.3584229390681	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20250506020000	https://people.com/pregnant-olivia-culpo-isnt-speaking-to-sister-after-getting-into-emotional-fight-11728499
1241997760	20250506	202505	2025	2025.3452	USA	DENVER	USA																		1	012	012	01	1	-0.4	2	1	2	0.3584229390681	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	0								2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20250506020000	https://people.com/pregnant-olivia-culpo-isnt-speaking-to-sister-after-getting-into-emotional-fight-11728499
1241997761	20250506	202505	2025	2025.3452	USA	AMERICAN	USA																		1	012	012	01	1	-0.4	10	1	10	-4.26229508196722	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250506020000	https://www.yahoo.com/news/ice-thp-operation-targeting-black-231000538.html
1241997762	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		1	012	012	01	1	-0.4	3	1	3	4.90566037735849	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250506020000	http://www.chronline.com/stories/spring-youth-fair-honors-fair-father-lee-coumbs-with-expo-hall-dedication,380267
1241997763	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	013	013	01	1	0.4	1	1	1	-0.16326530612244	3	Sublette County, Wyoming, United States	US	USWY	WY035	42.6999	-109.867	1605082	0								3	Sublette County, Wyoming, United States	US	USWY		42.6999	-109.867	1605082	20250506020000	https://wyofile.com/as-wyoming-gop-gathers-old-disputes-resurface/
1241997764	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	013	013	01	1	0.4	4	1	4	-3.60934182590234	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20250506020000	https://azcapitoltimes.com/news/2025/05/05/abandoned-marana-prison-sold-back-to-original-owner-for-use-as-private-prison/
1241997765	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	013	013	01	1	0.4	1	1	1	-0.16326530612244	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20250506020000	https://wyofile.com/as-wyoming-gop-gathers-old-disputes-resurface/
1241997766	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	014	014	01	1	0.0	4	1	4	2.09013716525147	3	Downingtown, Pennsylvania, United States	US	USPA	PA029	40.0065	-75.7033	1213957	0								3	Downingtown, Pennsylvania, United States	US	USPA	PA029	40.0065	-75.7033	1213957	20250506020000	https://www.pennlive.com/elections/2025/05/suburban-philly-community-might-be-first-in-pa-to-elect-an-openly-transgender-mayor.html
1241997767	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	2	1	2	-11.8110236220472	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250506020000	https://westchester.news12.com/connecticut-man-sentenced-in-fatal-wrong-way-crash-on-hutchinson-river-parkway
1241997768	20250506	202505	2025	2025.3452	USA	SOUTH CAROLINA	USA																		1	015	015	01	1	0.0	30	1	10	-7.37833594976453	1	Mexico	MX	MX		23	-102	MX	0								1	Mexico	MX	MX		23	-102	MX	20250506020000	https://www.wxii12.com/article/12-year-old-pleads-guilty-intentionally-starting-arson-south-carolina-walmart/64675879
1241997769	20250506	202505	2025	2025.3452	USA	NEW MEXICO	USA																		1	016	016	01	1	-2.0	7	1	7	-7.00354609929078	3	Luna County, New Mexico, United States	US	USNM	NM029	32.5904	-107.976	933057	0								3	Luna County, New Mexico, United States	US	USNM		32.5904	-107.976	933057	20250506020000	https://www.koat.com/article/new-mexico-couple-child-abuse-tunnels/64676175
1241997770	20250506	202505	2025	2025.3452	USA	NEW MEXICO	USA																		1	016	016	01	1	-2.0	7	1	7	-7.00354609929078	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20250506020000	https://www.koat.com/article/new-mexico-couple-child-abuse-tunnels/64676175
1241997771	20250506	202505	2025	2025.3452	USA	THE US	USA																		0	020	020	02	1	3.0	8	1	8	-4.99021526418787	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250506020000	https://www.brecorder.com/news/40361183/with-militaries-upgraded-risks-multiply-in-conflict
1241997772	20250506	202505	2025	2025.3452	USA	THE US	USA																		0	020	020	02	1	3.0	2	1	2	-4.99021526418787	4	Golani, Balochistan, Pakistan	PK	PK02	40298	26.0591	62.7709	-2761192	0								4	Golani, Balochistan, Pakistan	PK	PK02	40298	26.0591	62.7709	-2761192	20250506020000	https://www.brecorder.com/news/40361183/with-militaries-upgraded-risks-multiply-in-conflict
1241997773	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	1	1	1	-2.33009708737864	3	Lewis County, Washington, United States	US	USWA	WA041	46.5832	-122.401	1531927	0								3	Centralia, Washington, United States	US	USWA	WA041	46.7162	-122.954	1503899	20250506020000	http://www.chronline.com/stories/letter-to-the-editor-swope-should-stop-using-his-office-to-push-his-partisan-opinion,380238
1241997774	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	2	1	2	-0.16326530612244	3	Sweetwater County, Wyoming, United States	US	USWY	WY037	41.6666	-108.917	1609192	0								3	Sweetwater County, Wyoming, United States	US	USWY		41.6666	-108.917	1609192	20250506020000	https://wyofile.com/as-wyoming-gop-gathers-old-disputes-resurface/
1241997775	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	2	1	2	-2.29681978798587	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20250506020000	https://www.denverpost.com/2025/05/05/denver-license-plate-readers-flock-cameras/
1241997776	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	1	1	1	-0.39292730844793	3	Rancho Viejo, New Mexico, United States	US	USNM	NM049	35.8536	-105.824	910006	0								3	Rancho Viejo, New Mexico, United States	US	USNM		35.8536	-105.824	910006	20250506020000	https://www.santafenewmexican.com/news/local_news/organization-fighting-rancho-viejo-solar-files-appeal-triggering-hearing/article_320e80d1-993f-4f88-b999-fe1d99843831.html
1241997777	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	1	1	1	-0.39292730844793	3	Rancho Viejo, New Mexico, United States	US	USNM	NM049	35.8536	-105.824	910006	0								3	Santa Fe County, New Mexico, United States	US	USNM		35.5167	-105.951	933322	20250506020000	https://www.santafenewmexican.com/news/local_news/organization-fighting-rancho-viejo-solar-files-appeal-triggering-hearing/article_320e80d1-993f-4f88-b999-fe1d99843831.html
1241997778	20250506	202505	2025	2025.3452	USA	NEW JERSEY	USA																		0	020	020	02	1	3.0	3	1	3	-11.587147030185	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250506020000	https://www.loscerritosnews.net/2025/05/05/how-does-comparative-negligence-affect-truck-accident-claims-in-new-jersey/
1241997779	20250506	202505	2025	2025.3452	USA	NASHVILLE	USA																		1	020	020	02	1	3.0	8	1	8	-4.41640378548896	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20250506020000	https://www.wsmv.com/2025/05/05/governor-signs-law-identify-which-police-agencies-are-arresting-sober-drivers-dui/
1241997780	20250506	202505	2025	2025.3452	USA	WEST VIRGINIA	USA																		1	020	020	02	1	3.0	10	1	10	3.05555555555555	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20250506020000	https://www.wvnews.com/mineralnews/news/wvnews/west-virginia-american-water-proposes-rate-increases-to-fund-300-million-in-infrastructure-upgrades/article_91396bcb-f92e-4a5a-a645-1e7ded67172f.html
1241997781	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	022	022	02	1	3.2	4	1	4	-4.41640378548896	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20250506020000	https://www.wsmv.com/2025/05/05/governor-signs-law-identify-which-police-agencies-are-arresting-sober-drivers-dui/
1241997782	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		1	033	033	03	1	5.2	4	1	4	0	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20250506020000	https://www.thenews.com.pk/latest/1308714-openai-scraps-for-profit-transition-after-pushback-from-regulators-and-critics
1241997783	20250506	202505	2025	2025.3452	USA	WASHINGTON	USA																		1	036	036	03	1	4.0	2	1	2	-6.02094240837696	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250506020000	http://en.people.cn/n3/2025/0506/c90000-20310575.html
1241997784	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	8	1	8	0	3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	0								3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	20250506020000	https://www.yahoo.com/news/local-leaders-discuss-student-safety-233947198.html
1241997785	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	4	1	4	1.07142857142858	3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	0								3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	20250506020000	https://www.publicradiotulsa.org/local-regional/2025-05-05/new-tulsa-democrat-chair-wants-candidates-who-will-do-the-work
1241997786	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	8	1	8	-6.19469026548673	3	Davidson County, Tennessee, United States	US	USTN	TN037	36.1501	-86.7833	1639737	0								3	Davidson County, Tennessee, United States	US	USTN		36.1501	-86.7833	1639737	20250506020000	https://www.wsmv.com/2025/05/05/south-nashville-crime-highlighted-after-ice-operation/
1241997787	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	4	1	4	-7.66002098635887	3	Alcatraz, California, United States	US	USCA	CA075	37.8269	-122.423	1657175	0								3	Alcatraz, California, United States	US	USCA	CA075	37.8269	-122.423	1657175	20250506020000	https://www.adn.com/nation-world/2025/05/05/trump-says-hes-going-to-reopen-alcatraz-prison-doing-so-would-be-difficult-and-costly/
1241997788	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	3	1	3	-2.39520958083832	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250506020000	https://www.hindustantimes.com/india-news/ai-toronto-delhi-flight-diverted-as-5-toilets-clogged-101746472252320.html
1241997789	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	4	1	4	-3.60934182590234	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	0								3	Fountain Hills, Arizona, United States	US	USAZ		33.6117	-111.717	36980	20250506020000	https://azcapitoltimes.com/news/2025/05/05/abandoned-marana-prison-sold-back-to-original-owner-for-use-as-private-prison/
1241997790	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	1	1	1	-3.55329949238579	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20250506020000	http://www.chronline.com/stories/julie-mcdonald-ezra-meeker-visits-toledo-to-set-the-record-straight,380239
1241997791	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	2	1	2	-6.36132315521629	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20250506020000	https://www.yahoo.com/news/air-traffic-control-meltdown-left-212441497.html
1241997792	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	2	1	2	-6.36132315521629	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250506020000	https://www.yahoo.com/news/air-traffic-control-meltdown-left-212441497.html
1241997793	20250506	202505	2025	2025.3452	USA	OHIO	USA																		1	040	040	04	1	1.0	2	1	2	0	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	20250506020000	https://www.yahoo.com/news/local-leaders-discuss-student-safety-233947198.html
1241997794	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	040	040	04	1	1.0	1	1	1	-3.55329949238579	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20250506020000	http://www.chronline.com/stories/julie-mcdonald-ezra-meeker-visits-toledo-to-set-the-record-straight,380239
1241997795	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	2	1	2	-3.83831521739131	3	Johnson County, Indiana, United States	US	USIN	IN081	39.4806	-86.055	450365	0								3	Johnson County, Indiana, United States	US	USIN		39.4806	-86.055	450365	20250506020000	https://dailyjournal.net/2025/05/05/protesters-in-franklin-advocate-for-workers-against-trumps-policies/
1241997796	20250506	202505	2025	2025.3452	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	8	1	8	-3.13531353135314	3	Vermejo River, New Mexico, United States	US	USNM	NM007	36.4867	-104.544	912095	0								3	Vermejo River, New Mexico, United States	US	USNM		36.4867	-104.544	912095	20250506020000	https://www.santafenewmexican.com/news/local_news/national-weather-service-rain-and-snow-helpful-but-unlikely-to-turn-drought-around/article_81adae2a-d519-45d1-8e2b-7546745eaadb.html
